Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc
group_1163,aer_2,Aerotaxis receptor,3,3,1,983,31753,1,16728,,506,1577,1220
group_11658,,hypothetical protein,3,3,1,983,18153,1,17485,,497,497,497
group_11671,,hypothetical protein,3,3,1,706,2,1284,1,Investigate,896,896,896
group_11696,,hypothetical protein,3,3,1,983,12927,1,28258,,131,131,131
group_11739,,hypothetical protein,3,3,1,983,23448,1,25161,,539,539,539
group_11746,,hypothetical protein,3,3,1,983,23141,1,4087,,653,2207,1510
group_11753,,hypothetical protein,3,3,1,501,21,1012,11,,1784,3383,2627
group_11788,,hypothetical protein,3,3,1,983,3934,1,17671,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,1106,1589,1428
group_11813,ssb_3,Single-stranded DNA-binding protein,3,3,1,983,12753,1,23451,,446,533,504
group_11818,,hypothetical protein,3,3,1,983,12743,1,23622,,506,602,570
group_11824,,hypothetical protein,3,3,1,983,12618,1,23536,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,377,377,377
group_11832,,hypothetical protein,3,3,1,703,1,1287,1,Investigate,566,566,566
group_11833,,hypothetical protein,3,3,1,983,12305,1,8400,,260,758,555
group_11846,,hypothetical protein,3,3,1,983,34962,1,20257,,458,956,790
group_11848,,hypothetical protein,3,3,1,983,35379,1,15295,,458,956,790
group_11879,,hypothetical protein,3,3,1,423,1,381,1,Investigate,362,362,362
group_11891,,hypothetical protein,3,3,1,983,17448,1,13295,,695,1247,1061
group_11908,ptsP,Phosphoenolpyruvate-dependent phosphotransferase system,3,3,1,983,3245,3588,1,,956,2246,1816
group_1191,tnpR_1,Transposon Tn3 resolvase,3,3,1,983,1825,1,18084,,317,572,483
group_1193,tnpR_2,Tn3 family transposase ISYps3,3,3,1,983,1818,1,18086,,557,590,579
group_11938,sufS,Cysteine desulfurase,3,3,1,983,26947,1,12710,,125,1220,855
group_12034,htpG,Chaperone protein HtpG,3,3,1,983,19793,2001,1,,524,1874,1424
group_1206,,hypothetical protein,3,3,1,983,2359,1,12178,,719,719,719
group_12097,pepA,Cytosol aminopeptidase,3,3,1,983,2750,1340,1,,203,1511,699
group_12122,yjiE,HTH-type transcriptional regulator YjiE,3,3,1,983,6606,1,6530,,386,911,736
group_12253,nikD,Nickel import ATP-binding protein NikD,3,3,1,983,32130,2304,1,,764,764,764
group_1226,nohA_2,Prophage DNA-packing protein NohA,3,3,1,983,21326,1,28271,,545,545,545
group_1227,,hypothetical protein,3,3,1,983,11824,1,21815,,173,173,173
group_12327,,hypothetical protein,3,3,1,983,16422,1,27505,,500,500,500
group_1234,nohA_2,hypothetical protein,3,3,1,983,11979,1,1758,,509,1151,790
group_12362,yeaR,putative protein YeaR,3,3,1,983,9095,1,13482,,224,359,314
group_12368,,hypothetical protein,3,3,1,983,16502,1,19603,,176,218,204
group_12383,sgbE,L-ribulose-5-phosphate 4-epimerase SgbE,3,3,1,983,30459,23,5,,416,695,602
group_12480,yraK,putative fimbrial-like protein YraK,3,3,1,983,4366,1206,2,,347,1091,843
group_12568,,hypothetical protein,3,3,1,1932,2,2710,2,Investigate,905,905,905
arsA_1,,Arsenical pump-driving ATPase,3,3,1,983,31800,1,19357,,1199,1757,1530
group_12584,,hypothetical protein,3,3,1,983,20853,1,21951,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,785,785,785
group_12620,,hypothetical protein,3,3,1,983,2529,1,16455,,206,704,538
group_12651,,hypothetical protein,3,3,1,983,23494,1,25998,,164,323,270
group_12660,,hypothetical protein,3,3,1,983,23509,1,25963,,317,329,325
group_1269,,hypothetical protein,3,3,1,983,2274,1,16291,,926,926,926
group_12699,,hypothetical protein,3,3,1,983,19743,1,7471,,191,191,191
group_12728,,hypothetical protein,3,3,1,983,17821,1,13534,,794,1193,1060
group_1274,,hypothetical protein,3,3,1,983,34843,1,19498,,926,926,926
group_12740,,hypothetical protein,3,3,1,983,23228,1,27066,,227,227,227
group_12766,,hypothetical protein,3,3,1,983,5359,1,2838,,266,266,266
group_12777,,hypothetical protein,3,3,1,983,5299,1,2894,,266,266,266
group_12778,,hypothetical protein,3,3,1,983,5300,1,2895,,266,266,266
group_12785,,hypothetical protein,3,3,1,983,5294,1,2890,,287,287,287
group_12789,,hypothetical protein,3,3,1,983,5368,1,2806,,287,287,287
group_12833,,hypothetical protein,3,3,1,1118,1,1767,1,,194,194,194
group_12858,,hypothetical protein,3,3,1,424,1,382,1,Investigate,695,695,695
group_12874,deoR_1,Deoxyribose operon repressor,3,3,1,983,19719,1,9012,,677,782,747
group_12891,,hypothetical protein,3,3,1,983,8744,1,6488,,626,626,626
group_12909,ompN_1,Outer membrane porin N,3,3,1,983,8604,1,6038,,872,1193,979
group_12971,,hypothetical protein,3,3,1,983,9483,1,25293,,350,350,350
group_12972,,hypothetical protein,3,3,1,1395,1,1957,1,Investigate,236,350,274
intA_5,,Prophage integrase IntA,3,3,1,983,8541,1,19141,,149,1268,895
group_12984,,hypothetical protein,3,3,1,983,14959,1,28960,,1775,2090,1962
group_13009,,hypothetical protein,3,3,1,983,24070,1,20539,,248,380,336
group_13010,,hypothetical protein,3,3,1,983,28559,1,1582,,110,530,340
group_13012,,hypothetical protein,3,3,1,983,6454,1,1805,,380,530,480
group_13037,,hypothetical protein,3,3,1,983,29185,1,24712,,1415,1415,1415
group_13053,,hypothetical protein,3,3,1,983,24101,1,24470,,140,293,242
group_13066,,IS21 family transposase ISEc10,3,3,1,983,1427,1,18633,,755,755,755
group_13075,,hypothetical protein,3,3,1,983,7992,1,13458,,371,1046,821
group_13082,,hypothetical protein,3,3,1,983,314,1,19961,,467,1214,961
dpnM_1,,Modification methylase DpnIIA,3,3,1,983,17645,1,12767,,764,764,764
group_13120,,hypothetical protein,3,3,1,784,1,1337,1,Investigate,356,356,356
group_13123,,hypothetical protein,3,3,1,983,21795,1,25109,,356,356,356
group_13139,,hypothetical protein,3,3,1,699,1,1281,1,Investigate,329,329,329
group_13140,,hypothetical protein,3,3,1,694,1,1272,1,Investigate,176,176,176
group_13166,,hypothetical protein,3,3,1,983,20215,1,3496,,221,1250,906
group_13183,,IS3 family transposase ISEc16,3,3,1,983,1397,1,9794,,299,299,299
group_1319,,hypothetical protein,3,3,1,983,21617,1,1452,,737,737,737
group_13201,,hypothetical protein,3,3,1,983,20394,1,3379,,560,2810,2060
group_13226,,hypothetical protein,3,3,1,983,24558,1,27756,,422,461,435
group_13259,tfaE_2,Prophage tail fiber assembly protein TfaE,3,3,1,983,17715,1,12633,,617,617,617
group_13283,,hypothetical protein,3,3,1,983,29181,1,24689,,206,206,206
group_13321,,IS110 family transposase IS5708,3,3,1,983,32422,1,14020,,800,1022,874
group_1333,,hypothetical protein,3,3,1,2268,1,3209,1,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,410,737,552
group_13345,,hypothetical protein,3,3,1,983,33705,1,8588,,281,281,281
group_13349,gspA_2,Putative general secretion pathway protein A,3,3,1,499,8,1010,4,,1331,1469,1423
group_13354,,hypothetical protein,3,3,1,1838,3,2730,3,,287,590,457
group_13364,,hypothetical protein,3,3,1,983,34501,1,11395,,971,1283,1075
group_13365,,hypothetical protein,3,3,1,983,34442,1,11397,,323,1283,643
group_13404,,hypothetical protein,3,3,1,983,28281,1,24959,,287,287,287
group_13420,,hypothetical protein,3,3,1,983,25301,1,15964,,695,695,695
group_13423,,hypothetical protein,3,3,1,983,26199,1,24286,,524,524,524
group_13435,psiB_3,Protein PsiB,3,3,1,983,32622,1,10112,,434,434,434
dnaB_4,,Replicative DNA helicase,3,3,1,717,1,1293,1,Investigate,284,284,284
group_13449,,hypothetical protein,3,3,1,712,1,1286,1,Investigate,152,152,152
group_13475,,hypothetical protein,3,3,1,983,35261,1,14900,,392,635,473
group_1348,,hypothetical protein,3,3,1,983,28448,1,27806,,2471,2471,2471
group_13539,,hypothetical protein,3,3,1,983,1497,1,18754,,260,365,295
group_13556,,hypothetical protein,3,3,1,983,35177,1,15145,,596,752,700
group_13559,fdrA_3,Protein FdrA,3,3,1,983,1762,1,18107,,371,1559,1163
group_13575,,hypothetical protein,3,3,1,983,13467,1,22419,,266,266,266
group_13585,,hypothetical protein,3,3,1,983,6033,1,8017,,995,995,995
group_13588,,hypothetical protein,3,3,1,983,17779,1,12628,,149,1094,779
group_13623,,hypothetical protein,3,3,1,983,3246,3589,1,,215,563,447
ptrA_1,,Protease 3,3,3,1,983,3248,3652,1,,1289,2888,1822
group_13651,bglF_2,PTS system beta-glucoside-specific EIIBCA component,3,3,1,983,3423,2928,2,,581,1457,873
tqsA_2,,AI-2 transport protein TqsA,3,3,1,983,25361,1,24645,,164,164,164
group_1373,yadA,hypothetical protein,3,3,1,983,12349,1,21140,,203,1358,593
group_1379,,hypothetical protein,3,3,1,983,15105,1,29739,,419,443,435
paaE_2,,"1,2-phenylacetyl-CoA epoxidase, subunit E",3,3,1,983,26423,2391,1,,281,1070,544
group_13808,yheI,putative multidrug resistance ABC transporter ATP-binding/permease protein YheI,3,3,1,983,19814,95,3,,1202,1772,1582
group_13866,mtgA,Biosynthetic peptidoglycan transglycosylase,3,3,1,983,4190,439,1,,335,728,597
group_13923,ytjB,putative inner membrane protein Smp,3,3,1,983,6433,347,2,,476,644,588
group_13932,hpaB,4-hydroxyphenylacetate 3-monooxygenase oxygenase component,3,3,1,983,6506,1,6170,,275,1562,750
group_13935,yjiK,putative protein YjiK,3,3,1,983,6587,3,11,,971,971,971
group_1394,repE,Tn3 family transposase TnAs1,3,6,2,983,674,1,16818,,596,1004,732
group_13942,,hypothetical protein,3,3,1,983,32010,3735,1,,311,905,707
group_13963,rutA,Pyrimidine monooxygenase RutA,3,3,1,983,28510,1951,1,,362,1091,848
group_14006,pldB,Lysophospholipase L2,3,3,1,983,7474,969,1,,203,1022,749
metE_1,,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase,3,3,1,983,1764,1,18109,,251,251,251
group_1403,hin_1,hypothetical protein,3,3,1,983,31783,1,18338,,596,785,722
group_14031,,hypothetical protein,3,3,1,983,13295,1,23387,,170,170,170
group_14034,,hypothetical protein,3,3,1,983,13421,1,23345,,170,170,170
fdm,,putative zinc-binding alcohol dehydrogenase,3,3,1,983,30707,3554,1,,527,1238,1001
group_14123,yiaC,Peptidyl-lysine N-acetyltransferase YiaC,3,3,1,983,30533,2053,2,,155,440,345
group_14139,yciK,putative oxidoreductase YciK,3,3,1,983,25975,490,1,,182,758,566
group_14162,malF,Maltose/maltodextrin transport system permease protein MalF,3,3,1,983,3003,3515,1,,257,1544,1115
mdtF_2,,Multidrug resistance protein MdtF,3,3,1,696,1,1273,1,,1682,2051,1805
group_14242,slp_2,Outer membrane protein Slp,3,3,1,983,31863,19,1,,566,566,566
group_1436,,IS3 family transposase IS2,3,3,1,983,7066,1,18945,,872,872,872
group_14530,lon_4,Lon protease,3,3,1,983,10827,1,7913,,224,2084,1464
group_14540,,hypothetical protein,3,3,1,983,29341,1,23129,,515,515,515
group_14549,gnu,"N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 4-epimerase",3,3,1,983,16088,1,5417,,305,995,765
group_14630,,hypothetical protein,3,3,1,983,12918,1,25186,,275,275,275
group_1464,,hypothetical protein,3,3,1,983,29651,1,757,,137,482,367
group_14691,yqiJ_2,hypothetical protein,3,3,1,983,34973,1,19822,,149,620,306
group_14696,,hypothetical protein,3,3,1,983,13468,1,22420,,533,650,572
group_14745,,hypothetical protein,3,3,1,983,11637,1,16626,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,179,4238,1669
group_14753,,hypothetical protein,3,3,1,983,9886,1,20273,,305,407,370
group_14775,,hypothetical protein,3,3,1,983,2523,1,9182,,374,1085,848
group_14791,yadA,Adhesin YadA,3,3,1,983,1572,1,18924,,551,1367,1043
group_14794,,hypothetical protein,3,3,1,983,33670,1,9708,,437,926,763
group_14841,,hypothetical protein,3,3,1,983,10092,1,3932,,233,233,233
group_1485,,IS66 family transposase ISCro1,3,3,1,983,32633,1,4832,,917,1418,1251
group_14889,,hypothetical protein,3,3,1,983,9498,1,25546,,383,467,439
group_14943,AAH1,Adenine deaminase,3,3,1,983,17434,1,4790,,1082,2399,1960
group_15003,,hypothetical protein,3,3,1,983,20856,1,798,,290,290,290
group_15009,,hypothetical protein,3,3,1,983,22702,1,22110,,533,533,533
group_15038,,hypothetical protein,3,3,1,983,14733,1,21843,,644,3026,1438
group_15041,,hypothetical protein,3,3,1,983,35507,1,14998,,1538,2384,1867
group_15065,,hypothetical protein,3,3,1,983,17585,1,12721,,257,257,257
group_15066,,hypothetical protein,3,3,1,983,2391,1,16380,,356,356,356
group_15080,,hypothetical protein,3,3,1,983,12137,1,19316,,92,92,92
group_1511,,hypothetical protein,3,3,1,2233,2,3284,2,,743,746,745
group_15112,,putative autotransporter,3,3,1,983,33691,1,8614,,1961,4085,2729
group_1514,recD2,ATP-dependent RecD-like DNA helicase,3,3,1,983,32625,1,10193,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,746,3113,2324
group_15147,,hypothetical protein,3,3,1,1166,2,1866,2,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,383,443,403
group_1516,traC,Protein TraC,3,3,1,983,1551,1,12020,,2627,2627,2627
group_15160,,hypothetical protein,3,3,1,983,6384,1,21070,,788,1700,1396
group_15173,,hypothetical protein,3,3,1,983,10776,1,15422,,833,833,833
pphA_3,,Serine/threonine-protein phosphatase 1,3,3,1,983,18739,1,7259,,236,659,377
araC_2,,Arabinose operon regulatory protein,3,3,1,983,8461,2006,1,,332,914,526
group_15197,,hypothetical protein,3,3,1,983,981,1,18852,,278,278,278
group_15205,,hypothetical protein,3,3,1,983,22010,1,28439,,1091,1091,1091
hcpA_6,,Major exported protein,3,3,1,709,1,1289,1,Investigate,266,266,266
group_15256,,hypothetical protein,3,3,1,983,11447,1,8780,,503,503,503
group_1528,traC,Protein TraC,3,3,1,983,33488,1,11938,,2627,2627,2627
group_1531,traC,Protein TraC,3,3,1,983,33018,1,12025,,221,584,397
group_1532,traC_2,Protein TraC,3,3,1,1320,1,1933,1,Investigate,278,278,278
group_15342,,hypothetical protein,3,3,1,983,18480,1,546,,479,710,633
group_15378,,hypothetical protein,3,3,1,983,25373,1,25053,,281,281,281
group_15392,,hypothetical protein,3,3,1,425,1,380,1,Investigate,326,338,334
group_15403,,hypothetical protein,3,3,1,983,1784,1,18122,,314,329,324
group_15416,,hypothetical protein,3,3,1,983,21462,1,22334,,170,206,194
group_15420,,hypothetical protein,3,3,1,2471,1,3215,1,Investigate,515,527,519
fixX_3,,Ferredoxin-like protein FixX,3,3,1,500,12,1011,7,,260,260,260
group_15455,,hypothetical protein,3,3,1,983,23139,1,4086,,2015,2537,2363
group_15460,,hypothetical protein,3,3,1,983,3533,1,9650,,533,536,534
group_15461,,hypothetical protein,3,3,1,2671,1,3522,1,Investigate,833,833,833
group_15466,,hypothetical protein,3,3,1,983,29643,1,12975,,266,494,415
group_15474,,hypothetical protein,3,3,1,501,22,1012,12,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,1637,1637,1637
group_15477,,hypothetical protein,3,3,1,983,18140,1,6658,,581,665,637
group_15484,,hypothetical protein,3,3,1,501,19,1012,9,,932,1214,1120
gspB,,Putative general secretion pathway protein B,3,3,1,499,7,1010,2,,419,419,419
group_15497,,hypothetical protein,3,3,1,983,2879,1554,1,,374,1037,657
group_15498,gltC_2,hypothetical protein,3,3,1,880,1,1547,1,Investigate,206,959,662
group_15501,,hypothetical protein,3,3,1,983,17908,1,12926,,1388,1409,1400
group_15515,,hypothetical protein,3,3,1,983,34448,1,11345,,470,653,531
group_15529,,hypothetical protein,3,3,1,983,27225,1,12470,,101,164,122
group_15540,,hypothetical protein,3,3,1,983,10418,1,5240,,296,1235,922
group_15545,,hypothetical protein,3,3,1,983,6466,1,25924,,395,758,516
group_15548,,hypothetical protein,3,3,1,983,21081,1,13199,,362,842,550
group_15559,,hypothetical protein,3,3,1,983,26096,1,1514,,227,227,227
group_15560,,hypothetical protein,3,3,1,983,26106,1,1502,,311,311,311
group_15561,,hypothetical protein,3,3,1,983,26114,1,1494,,395,395,395
group_15566,,hypothetical protein,3,3,1,983,31508,1,15092,,761,761,761
group_15569,,hypothetical protein,3,3,1,983,7804,1,9927,,299,299,299
orgB,,Oxygen-regulated invasion protein OrgB,3,3,1,983,7801,1,9924,,698,698,698
sicP,,Chaperone protein sicP,3,3,1,983,7798,1,9920,,389,389,389
group_15576,,hypothetical protein,3,3,1,983,29577,1,7596,,278,278,278
group_15581,,hypothetical protein,3,3,1,983,25374,1,25054,,158,182,174
group_15586,,hypothetical protein,3,3,1,983,23471,1,25199,,494,584,553
group_15598,,hypothetical protein,3,3,1,983,12854,1,7319,,143,227,171
group_15602,,hypothetical protein,3,3,1,983,23854,1,25696,,350,458,422
group_15605,,hypothetical protein,3,3,1,983,27252,1,12489,,602,602,602
group_15606,,hypothetical protein,3,3,1,983,27185,1,12501,,833,833,833
group_15627,,hypothetical protein,3,3,1,983,28791,1,27522,,1757,2216,2063
group_15631,,hypothetical protein,3,3,1,983,24011,1,23070,,125,338,267
group_15632,,hypothetical protein,3,3,1,983,13091,1,26876,,545,545,545
group_15634,,hypothetical protein,3,3,1,983,24704,1,169,,374,575,471
group_15645,,hypothetical protein,3,3,1,983,13351,1,23213,,425,497,473
group_15648,,hypothetical protein,3,3,1,2509,1,3488,1,Investigate,686,686,686
group_15671,,hypothetical protein,3,3,1,983,9204,1,1915,,401,401,401
group_15673,,hypothetical protein,3,3,1,983,9178,1,1826,,1475,1475,1475
group_15679,traI_2,Multifunctional conjugation protein TraI,3,3,1,983,32784,1,11076,,5216,5216,5216
group_15681,,hypothetical protein,3,3,1,983,1501,1,18752,,329,380,363
group_15686,,hypothetical protein,3,3,1,983,30360,1,13910,,308,1121,594
group_1569,rhsD_3,Protein RhsD,3,3,1,983,30135,1,13857,,1190,1190,1190
group_15696,topB_2,DNA topoisomerase 3,3,3,1,983,35191,1,14880,,683,2159,1665
group_15719,,IS110 family transposase IS1663,3,3,1,983,32758,1,10214,,986,1034,1010
group_15721,,hypothetical protein,3,3,1,983,2917,3751,10,,185,821,609
group_15724,,hypothetical protein,3,3,1,983,18943,1,29406,,482,500,488
group_15772,,hypothetical protein,3,3,1,642,1,1217,1,Investigate,266,266,266
group_15774,,hypothetical protein,3,3,1,983,5535,1,17491,,539,1814,964
group_15785,,hypothetical protein,3,3,1,983,7561,1,8180,,368,368,368
group_15802,,hypothetical protein,3,3,1,983,20235,1,17658,,860,1703,1422
group_15803,xerC_1,Tyrosine recombinase XerC,3,3,1,983,3689,1,5841,,1589,1616,1607
group_15804,,hypothetical protein,3,3,1,983,3214,1,5845,,410,410,410
group_15810,,hypothetical protein,3,3,1,983,4958,1,21253,,587,593,591
maeA_3,,hypothetical protein,3,3,1,2184,8,3038,8,,92,1694,626
lldP_2,,L-lactate permease,3,3,1,2,3,496,2,,491,1655,1208
group_15824,,hypothetical protein,3,3,1,983,31325,1,9549,,338,722,466
group_15834,,hypothetical protein,3,3,1,983,16047,1,15700,,515,1181,737
group_15839,,hypothetical protein,3,3,1,983,27201,1,12429,,1814,2009,1942
tsr_2,,Methyl-accepting chemotaxis protein I,3,3,1,983,925,1,18298,,629,1526,1034
group_15853,,hypothetical protein,3,3,1,983,12691,1,23467,,224,224,224
group_15858,,hypothetical protein,3,3,1,422,1,379,1,Investigate,200,200,200
group_15862,,hypothetical protein,3,3,1,983,32896,1,10178,,1364,1364,1364
group_15863,,hypothetical protein,3,3,1,983,32875,1,10165,,602,602,602
group_15864,traI_2,Multifunctional conjugation protein TraI,3,3,1,983,32866,1,10158,,5294,5300,5297
group_15868,,hypothetical protein,3,3,1,983,23553,1,2938,,596,1808,1404
group_15871,,hypothetical protein,3,3,1,983,3279,67,61,,824,1352,1176
